Hierarchy	Name (location)	Time/Call	Samples	Calls	% Time
  | +-	children	0ns	0	4208	0
  | | +-	__gnu_cxx::new_allocator<int>::max_size() const (new_allocator.h:103)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	std::vector<int, std::allocator<int> >::max_size() const (stl_vector.h:631)	0ns	0	4208	0
  +-	int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) (stl_algobase.h:384)	0ns	0	4208	0
  +-	int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  | | +-	int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:454)	0ns	0	4208	0
  | +-	children	0ns	0	16832	0
  |   +-	int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) (stl_algobase.h:373)	0ns	0	4208	0
  |   +-	std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:271)	0ns	0	12624	0
  +-	int* std::__copy_move_a<false, int*, int*>(int*, int*, int*)	0ns	0	4208	0
  | +-	children	0ns	0	4208	0
  | | +-	int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) (stl_algobase.h:362)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:422)	0ns	0	4208	0
  +-	int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*)	0ns	0	4208	0
  | +-	children	0ns	0	4208	0
  | | +-	int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:444)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	int* std::uninitialized_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:119)	0ns	0	4208	0
  +-	int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&)	0ns	0	4208	0
  | +-	children	0ns	0	4208	0
  | | +-	int* std::uninitialized_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:109)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:283)	0ns	0	4208	0
  +-	int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)	0ns	0	4208	0
  | +-	children	0ns	0	4208	0
  | | +-	int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:258)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned int, int const&) (vector.tcc:491)	0ns	0	4208	0
  +-	int* std::copy<int*, int*>(int*, int*, int*)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  | | +-	int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:95)	0ns	0	4208	0
  | +-	children	0ns	0	12624	0
  |   +-	int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:418)	0ns	0	4208	0
  |   +-	std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) (stl_algobase.h:282)	0ns	0	8416	0
  +-	int* std::uninitialized_copy<int*, int*>(int*, int*, int*)	0ns	0	4208	0
  | +-	children	0ns	0	4208	0
  | | +-	int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:93)	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:260)	0ns	0	4208	0
  +-	std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  |   +-	std::vector<int, std::allocator<int> >::max_size() const (stl_vector.h:631)	0ns	0	4208	0
  +-	std::vector<int, std::allocator<int> >::max_size() const	0ns	0	4208	0
  | +-	parents	0ns	0	4208	0
  | | +-	std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1305)	0ns	0	4208	0
  | +-	children	0ns	0	8416	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) (alloc_traits.h:207)	0ns	0	4208	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const (stl_vector.h:118)	0ns	0	4208	0
  +-	__gnu_cxx::new_allocator<cv::Point_<float> >::~new_allocator()	0ns	0	4216	0
  | +-	parents	0ns	0	4216	0
  |   +-	std::allocator<cv::Point_<float> >::~allocator() (allocator.h:112)	0ns	0	4216	0
  +-	std::allocator<cv::Point_<float> >::~allocator()	0ns	0	4216	0
  | +-	parents	14.231us	6	4216	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:367)	28.517us	6	2104	4
  | | +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	2112	0
  | +-	children	0ns	0	4216	0
  |   +-	__gnu_cxx::new_allocator<cv::Point_<float> >::~new_allocator() (new_allocator.h:76)	0ns	0	4216	0
  +-	__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const	0ns	0	4228	0
  | +-	parents	0ns	0	4228	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) (stl_iterator.h:900)	0ns	0	2114	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:491)	0ns	0	2114	0
  +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator()	0ns	0	4238	0
  | +-	parents	0ns	0	4238	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_erase_at_end(cv::Mat*) (stl_vector.h:1319)	0ns	0	5	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() (stl_vector.h:403)	0ns	0	5	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:486)	0ns	0	4228	0
  +-	cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&)	0ns	0	4413	0
  | +-	parents	0ns	0	4413	0
  | | +-	cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:283)	0ns	0	81	0
  | | +-	cv::videostab::StabilizerBase::nextStabilizedFrame() (stabilizer.cpp:111)	0ns	0	527	0
  | | +-	cv::videostab::OnePassStabilizer::estimateMotion() (stabilizer.cpp:295)	0ns	0	1052	0
  | | +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:124)	0ns	0	1172	0
  | | +-	cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:196)	0ns	0	1581	0
  | +-	children	0ns	0	8826	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned int) (stl_vector.h:750)	0ns	0	4413	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const (stl_vector.h:625)	0ns	0	4413	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned int)	0ns	0	4413	0
  | +-	parents	0ns	0	4413	0
  |   +-	cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:56)	0ns	0	4413	0
  +-	void std::_Construct<cv::Mat, cv::Mat>(cv::Mat*, cv::Mat const&)	0ns	0	4613	0
  | +-	children	1.083us	1	9226	0.6666667
  | | +-	cv::Mat::Mat(cv::Mat const&) (mat.hpp:111)	2.167us	1	4613	0.6666667
  | | +-	operator new(unsigned int, void*) (new:112)	0ns	0	4613	0
  | +-	parents	0ns	0	4613	0
  |   +-	void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&) (stl_uninitialized.h:188)	0ns	0	4613	0
  +-	cv::Mat* std::__addressof<cv::Mat>(cv::Mat&)	0ns	0	5018	0
  | +-	parents	0ns	0	5018	0
  |   +-	void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) (stl_construct.h:105)	0ns	0	405	0
  |   +-	void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&) (stl_uninitialized.h:189)	0ns	0	4613	0
  +-	__gnu_cxx::new_allocator<cv::Point_<float> >::deallocate(cv::Point_<float>*, unsigned int)	0ns	0	6316	0
  | +-	parents	0ns	0	6316	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int) (stl_vector.h:175)	0ns	0	6316	0
  +-	__gnu_cxx::new_allocator<int>::max_size() const	0ns	0	6838	0
  | +-	parents	0ns	0	6838	0
  |   +-	__gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) (new_allocator.h:91)	0ns	0	2630	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) (alloc_traits.h:208)	0ns	0	4208	0
  +-	__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::_S_on_swap(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&)	0ns	0	8400	0
  | +-	children	0ns	0	8400	0
  | | +-	std::__alloc_swap<std::allocator<cv::Point_<float> >, true>::_S_do_it(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&) (allocator.h:154)	0ns	0	8400	0
  | +-	parents	0ns	0	8400	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::swap(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&) (stl_vector.h:1085)	0ns	0	8400	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_M_swap_data(std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl&)	0ns	0	8400	0
  | +-	parents	0ns	0	8400	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::swap(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&) (stl_vector.h:1084)	0ns	0	8400	0
  | +-	children	0ns	0	25200	0
  |   +-	void std::swap<cv::Point_<float>*>(cv::Point_<float>*&, cv::Point_<float>*&) (move.h:167)	0ns	0	25200	0
  +-	std::__alloc_swap<std::allocator<cv::Point_<float> >, true>::_S_do_it(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&)	0ns	0	8400	0
  | +-	parents	0ns	0	8400	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::_S_on_swap(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&) (alloc_traits.h:216)	0ns	0	8400	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::swap(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&)	0ns	0	8400	0
  | +-	parents	7.142us	6	8400	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:416)	7.142us	6	8400	4
  | +-	children	0ns	0	33600	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::_S_on_swap(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&) (alloc_traits.h:212)	0ns	0	8400	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_M_swap_data(std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl&) (stl_vector.h:102)	0ns	0	8400	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	16800	0
  +-	__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const	0ns	0	8416	0
  | +-	parents	0ns	0	8416	0
  |   +-	__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:900)	0ns	0	4208	0
  |   +-	std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned int, int const&) (vector.tcc:491)	0ns	0	4208	0
  +-	std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*)	0ns	0	8416	0
  | +-	children	0ns	0	8416	0
  | | +-	std::_Iter_base<int*, false>::_S_base(int*) (stl_iterator_base_types.h:213)	0ns	0	8416	0
  | +-	parents	0ns	0	8416	0
  |   +-	int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:454)	0ns	0	8416	0
  +-	std::vector<int, std::allocator<int> >::size() const	0ns	0	8416	0
  | +-	parents	0ns	0	8416	0
  |   +-	std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1305)	0ns	0	8416	0
  +-	std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()	0ns	0	9468	0
  | +-	parents	0ns	0	9468	0
  |   +-	std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned int, int const&) (stl_vector.h:1181)	0ns	0	526	0
  |   +-	std::vector<int, std::allocator<int> >::~vector() (stl_vector.h:403)	0ns	0	526	0
  |   +-	std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned int, int const&) (vector.tcc:486)	0ns	0	8416	0
  +-	std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*)	0ns	0	15254	0
  | +-	children	0ns	0	15254	0
  | | +-	std::_Iter_base<int*, false>::_S_base(int*) (stl_iterator_base_types.h:213)	0ns	0	15254	0
  | +-	parents	0ns	0	15254	0
  |   +-	int* std::fill_n<int*, unsigned int, int>(int*, unsigned int, int const&) (stl_algobase.h:780)	0ns	0	2630	0
  |   +-	int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:422)	0ns	0	12624	0
  +-	cv::_OutputArray::_OutputArray<float>(cv::Mat_<float>&)	0ns	0	18936	0
  | +-	parents	1.056us	2	18936	1.3333334
  | | +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:315)	1.056us	2	18936	1.3333334
  | +-	children	0ns	0	18936	0
  |   +-	cv::_InputArray::_InputArray<float>(cv::Mat_<float> const&) (mat.hpp:1137)	0ns	0	18936	0
  +-	cv::videostab::estimateGlobalMotionLeastSquares(cv::_OutputArray const&, cv::_OutputArray const&, int, float*)	0ns	0	18936	0
  | +-	parents	3.168us	6	18936	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:400)	3.168us	6	18936	4
  | +-	children	678ns	9	132552	6
  |   +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:294)	1.056us	2	18936	1.3333334
  |   +-	cv::Mat::~Mat() (mat.hpp:274)	924ns	7	75744	4.6666665
  |   +-	cv::Point_<float>* cv::Mat::ptr<cv::Point_<float> >(int) (mat.hpp:426)	0ns	0	37872	0
  +-	std::_Iter_base<int*, false>::_S_base(int*)	0ns	0	23670	0
  | +-	parents	0ns	0	23670	0
  |   +-	std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) (stl_algobase.h:283)	0ns	0	8416	0
  |   +-	std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:272)	0ns	0	15254	0
  +-	void std::swap<cv::Point_<float>*>(cv::Point_<float>*&, cv::Point_<float>*&)	0ns	0	25200	0
  | +-	parents	0ns	0	25200	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_M_swap_data(std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl&) (stl_vector.h:104)	0ns	0	25200	0
  +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::operator[](unsigned int)	0ns	0	26300	0
  | +-	parents	380ns	1	26300	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:683)	380ns	1	26300	0.6666667
  +-	std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned int)	0ns	0	26300	0
  | +-	parents	380ns	1	26300	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:695)	380ns	1	26300	0.6666667
  +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::difference_type __gnu_cxx::operator-<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&)	0ns	0	31035	0
  | +-	parents	322ns	1	31035	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:342)	333ns	1	29982	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:480)	0ns	0	1053	0
  | +-	children	0ns	0	62070	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::base() const (stl_iterator.h:792)	0ns	0	62070	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const	0ns	0	31035	0
  | +-	parents	322ns	1	31035	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:341)	333ns	1	29982	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:479)	0ns	0	1053	0
  | +-	children	0ns	0	217245	0
  |   +-	unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) (stl_algobase.h:210)	0ns	0	31035	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const (stl_vector.h:630)	0ns	0	62070	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::size() const (stl_vector.h:625)	0ns	0	124140	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin()	0ns	0	31035	0
  | +-	parents	322ns	1	31035	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:342)	333ns	1	29982	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:480)	0ns	0	1053	0
  | +-	children	0ns	0	31035	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&) (stl_iterator.h:728)	0ns	0	31035	0
  +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&)	0ns	0	32088	0
  | +-	parents	0ns	0	32088	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::end() (stl_vector.h:537)	0ns	0	1053	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin() (stl_vector.h:519)	0ns	0	31035	0
  +-	__gnu_cxx::new_allocator<cv::Point_<float> >::allocate(unsigned int, void const*)	0ns	0	33141	0
  | +-	children	0ns	0	33141	0
  | | +-	__gnu_cxx::new_allocator<cv::Point_<float> >::max_size() const (new_allocator.h:103)	0ns	0	33141	0
  | +-	parents	0ns	0	33141	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int) (stl_vector.h:169)	0ns	0	33141	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int)	0ns	0	33141	0
  | +-	parents	301ns	1	33141	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:343)	333ns	1	29982	0.6666667
  | | +-	cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1109)	0ns	0	2	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:481)	0ns	0	1053	0
  | | +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_create_storage(unsigned int) (stl_vector.h:182)	0ns	0	2104	0
  | +-	children	0ns	0	33141	0
  |   +-	__gnu_cxx::new_allocator<cv::Point_<float> >::allocate(unsigned int, void const*) (new_allocator.h:89)	0ns	0	33141	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int)	0ns	0	33149	0
  | +-	parents	301ns	1	33149	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:384)	333ns	1	29982	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:79)	0ns	0	2	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:517)	0ns	0	1053	0
  | | +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~_Vector_base() (stl_vector.h:162)	0ns	0	2112	0
  | +-	children	0ns	0	6316	0
  |   +-	__gnu_cxx::new_allocator<cv::Point_<float> >::deallocate(cv::Point_<float>*, unsigned int) (new_allocator.h:99)	0ns	0	6316	0
  +-	unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)	0ns	0	34198	0
  | +-	parents	0ns	0	34198	0
  |   +-	std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308)	0ns	0	2	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308)	0ns	0	1057	0
  |   +-	std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308)	0ns	0	2104	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308)	0ns	0	31035	0
  +-	void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&)	0ns	0	34201	0
  | +-	parents	292ns	1	34201	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:382)	333ns	1	29982	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:77)	0ns	0	2	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*) (stl_vector.h:1319)	0ns	0	1052	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:515)	0ns	0	1053	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~vector() (stl_vector.h:404)	0ns	0	2112	0
  | +-	children	0ns	0	34201	0
  |   +-	void std::_Destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*) (stl_construct.h:124)	0ns	0	34201	0
  +-	void std::_Destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*)	0ns	0	34201	0
  | +-	children	0ns	0	34201	0
